filename,title,exposure_layer1,exposure_layer2,exposure_layer3,outcome_layer1,outcome_layer2,outcome_layer3,study_design,status
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail cadmium,biomarker,blood pressure,diastolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail cadmium,biomarker,blood pressure,pulse pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail mercury,biomarker,blood pressure,systolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail mercury,biomarker,blood pressure,diastolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail mercury,biomarker,blood pressure,pulse pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail manganese,biomarker,blood pressure,systolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail manganese,biomarker,blood pressure,diastolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail manganese,biomarker,blood pressure,pulse pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail lead,biomarker,blood pressure,systolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail lead,biomarker,blood pressure,diastolic blood pressure,cross-sectional study,success
"2012 - associations of toenail arsenic, cadmium, mercury, manganese, and lead with blood pressure in the Normative Aging Study.pdf","Associations of Toenail Arsenic, Cadmium, Mercury, Manganese, and Lead with Blood Pressure in the Normative Aging Study",chemical,biomarker,toenail lead,biomarker,blood pressure,pulse pressure,cross-sectional study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-1,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-126,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-135a,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-146a,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-155,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-21,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-222,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,ambient particulate matter (PM2.5),biomarker,gene expression,miR-9,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-1,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-126,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-135a,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-146a,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-155,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-21,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-222,observational cohort study,success
2014 - ambient particulate air pollution and micrornas in elderly men.pdf,Ambient particulate air pollution and microRNAs in elderly men,chemical,air pollution,black carbon,biomarker,gene expression,miR-9,observational cohort study,success
